uuid,description,color,price,cc3,sparkling,floral,striped,description_proc,escription_proc_len
0525f_rfnQnwBJyd3GZhUnCyKsexw8,Oasis one shoulder drape frill green dress. Perfect summer day dress with beautiful  and hummingbird pattern on hem. In size 12. ,GREEN,14.399999999999999,DRESSES,False,True,False,oasi shoulder drape frill green dress perfect summer dress beauti hummingbird pattern size,13
05517_5VmyzZRi3qk3DW7ZsVH7spwZ,"small size plated skirt , with a hidden pants 

",BLUE,12.0,SKIRTS,False,False,True,small size plate skirt hidden pant,6
00_06ce2_kRM57pza5FqqqNUzszugXmNh,"Lady v vintage  dress sz 8
Worn once to an event so VGC only thing to note is possibly some very light discolouration to the sleeves which doesn't show when on. Please see photos.

Pet and smoke free home ",PINK,24.0,DRESSES,False,True,False,ladi vintag dress worn event thing note possibl light discolour sleev doesn show pleas photo smoke free home,18
00_06a06_J9XxWoAz4pxELqbdQCTNQvXm,"✨ Zara trafaluc collection checkered skort 
• Worn a few times but still in very goof condition
• (shorts underneath can upload more pictures if needed)",BLACK,12.0,SKIRTS,False,False,False,zara trafaluc collect checker skort worn time still goof condit short underneath upload pictur need,15
00_06666_yQUproQ3TyCTgKZGypwLPh2j,Puikios būklės,GREY,8.0,DRESSES,False,True,False,puikio būklės,2
00_07525_HkZWvHQ7EGbjBK2mJGB7ZofB,"H&M black and white  cropped jumper in a size medium. Very small stain but as can see in the photo it's barely visible! Really soft and comfortable material, nice and warm and easy to wear!",BLACK,6.0,PULLOVERS_SWEATERS,False,False,True,black white crop jumper size medium small stain photo bare visibl realli soft comfort materi nice warm easi wear,19
00_07157_GkzEL4A4v4FD26iHuU7tTNS3,"Pretty feminine  soft comfy cardigan/ coverup 
Light weight 
Great condition no holes no stains 
Please check your measurements carefully and ask questions before purchasing 
No care tags pretty sure it is acrylic. Very soft 
Underarm to underarm 19” so 38” around 
Underarm to sleeve 19”
Underarm to bottom 19”
U6
Flowers spring summer slouchy loose oversized cardi preppy trendy juniors casual cute girly flirty boho bohemian beachy roses",VARIOUS,11.4,PULLOVERS_SWEATERS,False,True,False,pretti feminin soft comfi cardigan coverup light weight great condit hole stain pleas check measur care question purchas care tag pretti sure acryl soft underarm underarm around underarm sleev underarm bottom flower spring summer slouchi loos overs cardi preppi trendi junior casual cute gir flirti boho bohemian beachi rose,49
00_06ebb_TX9t3GsL3J9F9r9pKwTUZGtN,"+ Brand: love tree
+ Condition: new with tags, never worn
+ Item Description: light blue and white  midi skirt, has a paper bag look and buttons down the front. the waist is a little stretchy. size M

+ please read my profile for my DO’s and DONT’s, use #lynchkaila to filter your size.",WHITE,7.79,SKIRTS,False,False,True,brand love tree condit tag never worn item descript light blue white midi skirt paper look button front waist littl stretchi size pleas read profil dont lynchkaila filter size,29
00_05f4b_wHnC6SZU7kHsB4JhYpMBNx7K,Nenošená pruhovaná mikina s pruhy ve francouzském stylu s nápisem Bonjour. ,BLUE,7.779999999999999,PULLOVERS_SWEATERS,False,False,True,nenošená pruhovaná mikina pruhi francouzském stylu nápisem bonjour,8
00_06568_rHNXhJUcRc6C2B5H4PogTFu6,"New without tags. 
",LIGHT-BLUE,3.5999999999999996,SHORTS_CAPRIS,False,False,False,without tag,2
06cda_A2zuJV6627pNTyoTdeYgKArD,"PLEASE POP ME A MESSAGE IF YOU WOULD LIKE TO BUY AS LISTING ON DEPOP ALSO👗

happy to combined postage ✉️ ",YELLOW,14.399999999999999,SHORTS_CAPRIS,False,True,False,pleas messag like list depop happi combin postag,8
06ebb_NkRqAcU5PBTvMavBE8yzc4Vg," summer plus size dress
new",WHITE,15.2,DRESSES,False,True,False,summer plus size dress,4
00_063e5_BEUYPov8BT46P9RY27vNZ8q1,"freddy jeans velikost xl, originál , mají dirku, flicek od barvy na vlasy, kdo by si chtěl opravit ..normální pas i délka, velmi pružné a příjemné ",BLUE,9.725,TROUSERS,False,False,False,freddi jean velikost originál dirku flicek barvi vlasi chtěl opravit normální délka velmi pružné příjemné,15
053fb_9kqyDrk8M9T6cpd1ziReMiDw,size 3x gorgeous ,PINK,3.8,SKIRTS,False,True,False,size gorgeous,2
00_07499_7myerRhLQm7WcRSJTps3rUxz," mini floaty skirt size 4-6  never worn, perfect for summer ",BODY,5.3999999999999995,SKIRTS,False,True,False,mini floati skirt size never worn perfect summer,8
00_054aa_Ymfqkk7fr5eYcWLHeAwmo2pp,"- vel. 40, příjemný lesklý elastický materiál, vzadu na zip a knoflík, prsa 98 - 108 cm (v max. natažení), délka 87 cm, výborný stav.",VARIOUS,7.779999999999999,DRESSES,True,False,False,příjemný lesklý elastický materiál vzadu knoflík prsa natažení délka výborný stav,11
00_051cb_niYiWrya77mktyTkvxE8d2dH,"Příjemný materiál, nové i s visačkou.
Nesluší mi proužky :(
Délka cca půlky lýtek (při 176 cm).

Zásilkovna 65 Kč, gls 55 kč",WHITE,11.67,DRESSES,False,False,True,příjemný materiál nové visačkou nesluší proužki délka půlki lýtek zásilkovna,10
00_053da_wnJdmJs7RzR8BgXHLtsVK82s,Jeans 3/4 hezká modrá pas 88 úzké nohavice,BLUE,3.501,SHORTS_CAPRIS,False,False,False,jean hezká modrá úzké nohavic,5
00_056c9_vAdqd5sDyBqQ8iVnJZgqhmbe,"Worn but still in great condition. Ladies Disney Mickey Mouse sport jumper. Black with roll neck & Mickey detail on front. Original Disney tag. Size 10. Great with black joggers, black jeans. Sold as seen no time wasters sensible offers message for any questions",BLACK,6.0,PULLOVERS_SWEATERS,False,False,False,worn still great condit ladi disney mickey mous sport jumper black roll neck mickey detail front origin disney size great black jogger black jean sold seen time waster sensibl offer messag question,32
00_05011_7tmv9FtfD69aPujNwE9un7ak,"topshop black thin line stripe dress with slits. worn probably once then back in the wardrobe, rlly cute with a little cross straps at the back",BLACK,16.8,DRESSES,False,False,True,topshop black thin line stripe dress slit worn probabl back wardrob rlli cute littl cross strap back,17
00_0596a_NC9iUFFGLGUDBRxX3QMU5vaC,"super cute 
perfect for summer ",BLUE,3.5999999999999996,SHORTS_CAPRIS,False,False,False,super cute perfect summer,4
00_0748d_Bni3VtX54AeoY8zkYt7rQ4Kq,Please note that this dress is labelled as a size 4. I have never been a size 4 and this dress will likely fit size 6-8. It has an elasticated waist. ,BLUE,1.7999999999999998,DRESSES,False,False,False,pleas note dress label size never size dress like size elast waist,12
00_06860_UU1Pxovht6HDSTWs3Sm33sfq,never worn ,GREEN,15.588,DRESSES,False,False,True,never worn,2
05b0b_iH13kR12uKcAdsP1EbdBnuJR,"Parduodu dryzuota sijona. 100% Viskoze, yra dvejos kisenes 


#sijonas #dryžuotas #hm #bedefektu #gražu #H&M
",BLACK,7.0,SKIRTS,False,False,True,parduodu dryzuota sijona viskoz dvejo kisen sijona dryžuota bedefektu gražu,10
00_05b76_keBzBC18CiM9HtS1kLJNZWsL,"Mars/SugarGloss skirt.
Used.
Universal size - suits EU xxs, xs, s, m sizes.",BLACK,30.0,SKIRTS,True,False,False,mar sugargloss skirt use univers size suit size,8
00_06ab7_eg8gvtYYnSwLXSf1rBQ2jQaJ,Blizgantis,GREY,3.0,PULLOVERS_SWEATERS,True,False,False,blizganti,1
063e3_ESYEytbTCDHbGUumkXNivpib,"Size 8 | Only worn once | Perfect condition | Message me with any questions or make me an offer⭐️


#summer #holiday # #smart #casual",VARIOUS,9.0,SKIRTS,False,True,False,size worn perfect condit messag question make offer summer holiday smart casual,12
00_057b5_BzL64bMFdnFESYf7PLjoXpEa,"TU @ Sainsbury’s beige and white  linen trousers.
Belted,wide legged.
Brand new without tags.
From a smoke and pet free home.
Please check out my other items! ",BODY,7.199999999999999,TROUSERS,False,False,True,sainsburi beig white linen trouser belt wide leg brand without tag smoke free home pleas check item,17
06aec_p5U2BEsq8mEfj8duQ1vCH9bU,"Nenošené, jako nové. 
Velikost psaná XS ale sedí S.
Posílám na zásilkovnu za 65 kč 🌼",BLUE,11.280999999999999,TROUSERS,False,False,True,nenošené jako nové velikost psaná sedí posílám zásilkovnu,8
00_07097_sSeFbW54dREBUtJHFoyRarWr,"Nesioti, bet nenunesioti Terranova dzinsiniai sortai. Sortu ilgis priekyje 30cm, ilgis atlenkus 34cm. Sortu ilgis nugarineje dalyje 37cm, ilgis atlenkus 42cm. Juosmens apimtis 84cm. Uz siuntimo islaidas moka pirkejas.",RED,10.0,SHORTS_CAPRIS,False,False,False,nesioti nenunesioti terranova dzinsiniai sortai sortu ilgi priekyj ilgi atlenkus sortu ilgi nugarinej dalyj ilgi atlenkus juosmen apimti siuntimo islaida moka pirkeja,22
04f52_TsifXDMxondaX7Cykq6itDnv,"only worn twice. size 12. selling as they’re too loose on me :/ 

camouflage army",GREY,19.2,TROUSERS,False,False,False,worn twice size sell loos camouflag armi,7
00_05982_9Y8Ld78KTMzQ21Bye9rEaFc4,"New with tags! Anthropologie Maeve Veranda Side Slit Maxi Skirt size small. 95% Rayon 5% Spandex. Dark blue and white stripe and  print maxi skirt, cream  diamond print. Side slit and wide elastic waist, unlined.
Waist 13"" unstretched
Length 38""
#anthropologie #skirt #maxi #patternskirt ",BLUE,22.8,SKIRTS,False,True,True,tag anthropologi maev veranda side slit maxi skirt size small rayon spandex dark blue white stripe print maxi skirt cream diamond print side slit wide elast waist unlin waist unstretch length anthropologi skirt maxi patternskirt,35
00_05201_t4exFygHtvEvDLDoUpUXQn8y,"This is a super cute black and white mini dress (could also be worn as a tunic/cover up). Black and white along chest. Solid black under waist. Elastic waistband. Very stretchy top.

There is a small hole along the top - not visible when wearing. In great condition otherwise. Perfect for a night out with heels or throw this over a bikini for a day at the pool/beach! Xhilaration - from Target.


Size M
26 in long
13.5 in armpit to armpit (laid flat)
Chest: 72% polyester 24% rayon 4% spandex
Skirt: 100% rayon
Originally $24.99

#afru #dress #strapless #straplessdress #stripes #dress #dress #blackandwhite  
",BLACK,3.8,DRESSES,False,False,True,super cute black white mini dress worn tunic cover black white along chest solid black waist elast waistband stretchi small hole along visibl wear great condit otherwis perfect night heel throw bikini pool beach xhilar target size long armpit armpit laid flat chest polyest rayon spandex skirt rayon origin afru dress strapless straplessdress stripe dress dress blackandwhit,57
00_062c5_GjjzjV6TbCf1M9h979DwFE1i,Zara high waist skinny jeans. Size 8. New with tags ,BLACK,14.399999999999999,TROUSERS,False,False,False,zara high waist skinni jean size tag,7
00_04f1d_7GED5DmN8MExLc3TKBkVMXkn,"Excellent condition 
Unbranded  Print Maxi Dress
Beautiful Large  Print
Has two packets on side 
Worn once only 
Perfect for the Fall Season
Size XL",BLUE,7.5924000000000005,DRESSES,False,True,False,excel condit unbrand print maxi dress beauti larg print packet side worn perfect fall season size,16
05aab_w9t1sdxNnUM6FRcCuRCE6Ttx,from Zara. size small. I’m selling the black one of this so can do a bundle deal. message me with offers xx,BLACK,12.0,DRESSES,False,False,True,zara size small sell black bundl deal messag offer,9
00_07416_6gKmsmHXPL8DiimzBfG1pAzz,"Sijonas, kvepiantis vasara...
Pieno baltumo sijonas su gėlėta juosta apačioje. Nepersišviečia (antras sluoksnis - per visą ilgį medvilninis pasijonis). 168 cm. ūgiui - beveik iki žemės. Labai dailus :)
Viršutinė dalis - guma, tad tempiasi pagal poreikį.",VARIOUS,8.0,SKIRTS,False,True,False,sijona kvepianti vasara pieno baltumo sijona gėlėta juosta apačioj nepersišviečia antra sluoksni visą ilgį medvilnini pasijoni ūgiui beveik žemė labai dailus viršutinė dali guma tempiasi pagal poreikį,27
054df_HcYbfm3H4RMcwLN19C16FvP7,"Kaleidoscope  blazer. one size. really light material shiny on the inside. never worn, just not me. but is a cute accessory to a summer evenings outfit 

Everything must go so please check out my other items. happy with offers and bundles to combine postage 💚💚💚 Happy Shopping 

I am still posting ",VARIOUS,4.2,PULLOVERS_SWEATERS,True,True,False,kaleidoscop blazer size realli light materi shini insid never worn just cute accessori summer even outfit everyth must pleas check item happi offer bundl combin postag happi shop still post,30
00_067aa_m61cWggtRSDDeyAZd8GocWV6,"Nejsou nějak teplé spíše na jaro/léto . 
Nošené tak 2x 
",BLACK,7.002,TROUSERS,False,False,True,nejsou teplé spíše jaro léto nošené,6
00_062df_xPgYNtDWTUyRWGndEfJmXN8o,"Kalhoty jsem měla oblečené několikrát, nemají žádné vady. Jsou high waisted, v pase na zavazování.",BLACK,9.6861,TROUSERS,True,False,False,kalhoti měla oblečené několikrát žádné vadi high waist pase zavazování,10
04ee4_EE8yQCr3dU118hVEFWcjb5ei,Ilgis 26 cm. Dydis M/L.,VARIOUS,7.0,SHORTS_CAPRIS,False,True,False,ilgi dydi,2
00_05b49_TZ3Xz9g5MHSVv8BYMVX3phfU,perfect condition. very lightweight and great for summer!! fits true to size. ,VARIOUS,9.6,SKIRTS,False,True,False,perfect condit lightweight great summer fit true size,8
00_06c12_AWvsfuKt9rQn2QS6bdBLrzDs,"M dydis, ilgis 90 cm.",CREAM,8.0,SKIRTS,False,True,False,dydi ilgi,2
00_06a9b_1UYfK6aKbuXfMhF3FcAf4jwq,forever 21  skirt. lovely material for the summer. in very good condition size XS,VARIOUS,3.5999999999999996,SKIRTS,False,True,False,forev skirt love materi summer good condit size,8
00_060cd_gd9nhEFjwC8LJp6YzxZP4oRK,"Išskirtinis naujas ZARA džinsinis sijonas.Dydį rašo M ,bet labiau tiks S . Žiūrėti išmatavimus.",BLUE,15.0,SKIRTS,False,False,False,išskirtini nauja zara džinsini sijona dydį rašo labiau tik žiūrėti išmatavimus,11
06113_CRv2mxqM2y5Sy3isPENsqs7g,"Labai blizgi, puošni suknelė su diržu kuris rišamas gale ar priekyje galima susirišti ir bantuka",ROSE,50.0,DRESSES,True,False,False,labai blizgi puošni suknelė diržu kuri rišama gale priekyj galima susirišti bantuka,12
00_070d0_pQxm9XkRrQTwLc3cbgaMUbGi,"brand new without tags never ever worn 
brown denim fitted shorts by Primark 
size 12. really good condition beautiful condition RRP£12 ",BROWN,3.5999999999999996,SHORTS_CAPRIS,False,False,False,brand without tag never ever worn brown denim fit short primark size realli good condit beauti condit,17
00_0522d_rDQsVFNty3unkACZepKU1Ze2,"size 10
super stretch, shortie 
new without tags ",BLUE,15.2,SHORTS_CAPRIS,False,False,False,size super stretch shorti without tag,6
04eb9_X2eGxQFtYhUN22aRPWLCqAWB,"With gold button detailing down the front and on the side as shown. 
Comfy summer mini skirt.",BLACK,4.8,SKIRTS,False,True,False,gold button detail front side shown comfi summer mini skirt,10
05ef8_bxZqkiSfPwUqrJmQt6aSmYGK,"Nové,nenošene, mě malé",BLACK,11.6311,DRESSES,False,False,True,nové nenošen malé,3
00_067c7_ZtNAVBQ5n9qA61Nvy6ckhhu7,"Mini sukně zn. Orsay, vel. 38. krasna latka s odlesky do zlata- nejde zachytit  na fotku. Uzasna s bilou kosili. S podsivkou. Pas 40 cm, delka sukne 44 cm. Posta +70 Kc, osobne Prerov, Olomouc. ",VARIOUS,3.8899999999999997,SKIRTS,True,False,False,mini sukně orsay krasna latka odleski zlata nejd zachytit fotku uzasna bilou kosili podsivkou delka sukn posta osobn prerov olomouc,20
00_0529a_gdunJF5zuvYBTbw4GtZhRMpV,"Brand new, never been worn.",BLUE,3.5999999999999996,SHORTS_CAPRIS,False,False,False,brand never worn,3
00_05231_nLr1Lo4L49XrnQ8dUReNUgkA,"
Sautter naturalaus šilko suknele,su kišenemis,suveržimo juostele per liemeni. M/L moketa dauk,apatineje dalyje pasijonis,tinka ir prie sportines avalynes.Silkas 100%

#naturalaus #šilko #suknelė #vasarai #geletasuknele ",GREEN,140.0,DRESSES,False,True,False,sautter naturalaus šilko suknel kišenemi suveržimo juostel liemeni moketa dauk apatinej dalyj pasijoni tinka prie sportin avalyn silka naturalaus šilko suknelė vasarai geletasuknel,23
00_05fd4_p4EAERDgu7ZYkd6BNPuqJSH8,"Pink and White Vertical  denim shorts from Topshop.
Never been worn.
W26",PINK,4.8,SHORTS_CAPRIS,False,False,True,pink white vertic denim short topshop never worn,8
06321_g6uikee2aVJvVLfqkteXFGWr,"Prodám moc pěkný svetřík, vel. 38, zn. Bleyle. Pruhovanýv barvách fialová, zelená, růžová, černá, protkaný lesklou stříbrnou nitkou. Mírně projmutý v pase, dělá hezkou postavu. Materiál 40% vlna, 40% polyacryl, 11%  polyamid, 9% polyester. Svetr je ve velmi dobrém stavu, bez flíčků a děr, trochu chloupek, ale stále velmi pěkný. Délka 61cm, šířka pod průramky 45,5cm, délka rukávu od krku 71cm. Cena 130Kč + 27Kč poštovné obyčejně nebo + 57Kč poštovné doporučeně",VARIOUS,5.0569999999999995,PULLOVERS_SWEATERS,True,False,True,prodám pěkný svetřík bleyl pruhovanýv barvách fialová zelená růžová černá protkaný lesklou stříbrnou nitkou mírně projmutý pase dělá hezkou postavu materiál vlna polyacryl polyamid polyest svetr velmi dobrém stavu flíčků trochu chloupek stále velmi pěkný délka šířka průramki délka rukávu krku cena poštovné obyčejně poštovné doporučeně,46
00_07040_SKEd4NaEvJcapnEKUwJbSxyu,"New Lipsy dress. Never been worn and tag still on (originally £55.)
Cream with  pattern. Comfortable stretch material. Occassion Dress. ",VARIOUS,18.0,DRESSES,False,True,False,lipsi dress never worn still origin cream pattern comfort stretch materi occass dress,13
00_0525f_TLqLaqfTybURaKuKLk5fn97i,Super cool vintage piece great for any closet! Looks really nice worn oversized with high waisted jeans and a crop top!,BODY,3.8,PULLOVERS_SWEATERS,False,False,False,super cool vintag piec great closet look realli nice worn overs high waist jean crop,15
00_06f28_8udW7s67uyffHP8m1CaPN7JL,"Bershka khaki loose fit jeans with attached buckle belt. Only worn once so like new. Size UK 8. 
",KHAKI,8.4,TROUSERS,False,False,False,bershka khaki loos jean attach buckl belt worn like size,10
05aed_6kubKzDxuYrnwYNN3zrQkuPw,"Dryzuotos labai grazios kelnes auskstesniu juosmeniu, nugaroje guma, nemainau",GREY,10.0,TROUSERS,False,False,True,dryzuoto labai grazio keln auskstesniu juosmeniu nugaroj guma nemainau,9
05db2_83X7HwmtsBexUjDVxyrScKTb,Neunosim ,WHITE,3.501,PULLOVERS_SWEATERS,False,False,True,neunosim,1
06109_dGkCwRun5MVJLcn2UFUnxh5v,"No swaps, returns, or holds
Purchase a bundle and save $$$! 

Feel free to message me for any questions :)",BLUE,7.6,SHORTS_CAPRIS,False,False,False,swap return hold purchas bundl save feel free messag question,10
00_06eed_q4abLi52nPpDFtPznTqDZqTm,"Deveti tik keleta kartu, aukstesniu liemeniu, plesyti. Nuotrauku su šortais neprašykite, nes jie man jau mazi. Liemuo 66cm, klubai 44x2cm, ilgis 29cm",BLUE,12.0,SHORTS_CAPRIS,False,False,False,deveti keleta kartu aukstesniu liemeniu plesyti nuotrauku šortai neprašykit mazi liemuo klubai ilgi,13
00_054cc_9tL4Ypwwbm4EphE5n143NFqf,"size 8. perfect condition never worn. can’t post pictures as too small but are a nice length. £3.75 postage. open to offers 
",BLUE,12.0,SHORTS_CAPRIS,False,False,False,size perfect condit never worn post pictur small nice length postag open offer,13
00_06049_5tvqohSWH4oxLhZqxBPBRLXZ,In fair condition. Some fading. This clothing item worked beautifully as a dress or as a knotted shirt. Size: M. Material: unknown,BLACK,2.2800000000000002,DRESSES,False,False,True,fair condit fade cloth item work beauti dress knot shirt size materi unknown,13
00_06c4b_WQkCXa8v2o6vvNLU7GF19s4h,"Almost Famous Women's Denim Diatressed Skirt Size 9. Condition is Pre-owned.


⬇️ÍTEM DETAILS:

♦️SIZE:9

♦️COLOR:ligh blue

♦️FABRIC:78% cotton 20%polyester 2%spandex

♦️CONDITION: Pre-owned good


⬇️APROXIMATE MEASUREMENTS:

(Measurements, lying flat and unstretched)

♦️LENGTH FRONT:11”

♦️WAIST:15.5”

Has a 5 pockets



Note: compare your measurements to those of the garment.",BLUE,8.36,SKIRTS,False,False,False,almost famous women denim diatress skirt size condit own ítem detail size color ligh blue fabric cotton polyest spandex condit own good aproxim measur measur lie flat unstretch length front waist pocket note compar measur garment,36
00_04f19_kQVnpavF9uPTQMfQyz27XC5U," kimono,vintage  bohemian kimono, batwing sleeves boho maxi dress robe 
Vintage chic Women tiger  Print Sashes bohemian Kimono // Ladies V Neck batwing Sleeves Boho Maxi dress robe
One Size: 
Dress length: 124 CM  Shoulder: 50 CM   Chest: 113 CM  
Material: Mixture between Cotton and Rayon to be so comfortable
Pattern Type: Print  Collar: V-Neck
Sleeve Length(cm): 3/4
Sleeve Style: Batwing Sleeve
Style: Bohemian
Super soft material- great for skin touch ! Special kimono for you and  the one you love  :) A beautiful home wear/ Kimono Robe / Gypsy Style Kimono Robe . It can be a great Robe Bridal shower /Baby Shower gift Birthday Gift Swimsuit Cover Up Nursing Maternity Boho Bohemian. The beautiful Kimono will be a dressing gown, a bridal dress gown. Super super easy and stylish!",BLACK,51.588,PULLOVERS_SWEATERS,False,True,False,kimono vintag bohemian kimono batw sleev boho maxi dress robe vintag chic women tiger print sash bohemian kimono ladi neck batw sleev boho maxi dress robe size dress length shoulder chest materi mixtur cotton rayon comfort pattern type print collar neck sleev length sleev style batw sleev style bohemian super soft materi great skin touch special kimono love beauti home wear kimono robe gypsi style kimono robe great robe bridal shower babi shower gift birthday gift swimsuit cover nurs matern boho bohemian beauti kimono dress gown bridal dress gown super super easi stylish,93
00_06507_gspZ8HLfL4V3VagX2uDuknA7,šaty v barvě khaki s leskem v pase na šňůrku. velikost 38 odpovídá ,KHAKI,3.8510999999999997,DRESSES,True,False,False,šati barvě khaki leskem pase šňůrku velikost odpovídá,8
00_06143_2t4df3YCdVHg9iv88R5YSEZP,"NYDJ brown straight leg chinos.
In excellent condition. 
They have belt loops and pockets.
US size 6, UK size 10.

Laid flat measurements 
Waist -15.5""
Length - 32"" inside leg

🌷OPEN TO OFFERS ON ALL ITEMS🌷
🌻BUNDLE DICOUNTS🌻",BROWN,30.0,TROUSERS,False,False,False,nydj brown straight chino excel condit belt loop pocket size size laid flat measur waist length insid open offer item bundl dicount,22
00_0587b_av4JNd7DdQtFH9VQr1a5fdQv,"obvod přes prsa 2x44 cm, délka 65 cm. 100% stav, jako nová. Koukněte na mé další inzeráty ",BLUE,4.8625,PULLOVERS_SWEATERS,False,False,True,obvod prsa délka stav jako nová kouknět další inzeráti,9
00_05d8f_trhrBD8huSem57LSzuNqb5n9,"Worn once
Pretty wrap skirt",VARIOUS,3.5999999999999996,SKIRTS,False,True,False,worn pretti wrap skirt,4
0512e_h2L1j8cbccKfwPdEnych9v5w,Puikūs vieną kartą vilkėti džinsiniai šortai ir visiškai nauja maikutė. ,WHITE,5.0,SHORTS_CAPRIS,False,False,False,puikū vieną kartą vilkėti džinsiniai šortai visiškai nauja maikutė,9
00_059e9_XJQrsRk74XqYHMUBr5wSo251,"well loved, however no damage to the piece. nice for casual wear and formal.",BLACK,2.4,TROUSERS,False,False,True,well love howev damag piec nice casual wear formal,9
067d0_VBnZ3T4ep5tHMU48wP6srr2X,"příjemný materiál
jednou vzaté
vysoký pas
ke kotníkům
měřím 174cm

",BLACK,6.223999999999999,TROUSERS,False,False,True,příjemný materiál vzaté vysoký kotníkům měřím,6
00_06194_gsGneJVHzY4mbAgtukxZz688,"💜 brand new with tags never worn
💜 perfect for holidays / summer
💜 lovely  print on dress
💜 few creases on dress 
💜 hard capture true colour dress may look bit brighter 

# #summer #holiday #brandnew  #brandnewwithtags #riverisland #size12 #dress12 #festival #ocassion #casual 
#sparkles244",VARIOUS,21.587999999999997,DRESSES,False,True,False,brand tag never worn perfect holiday summer love print dress creas dress hard captur true colour dress look brighter summer holiday brandnew brandnewwithtag riverisland size dress festiv ocass casual sparkl,30
00_06c81_QYUT6KzR5jE3g48QQJc1aDg6,"never worn, very good condition and great for summer. Size large but would fit size 16 up to 18
",BLACK,18.0,DRESSES,False,False,True,never worn good condit great summer size larg size,9
00_050bf_fEx99yedQ8bon4gaVahWAmu3,"2 in 1 top from River Island 
Paisley print chiffon 
Size 8

remember if you buy two or more items you will get a 50% discount ",VARIOUS,6.0,PULLOVERS_SWEATERS,False,False,False,river island paisley print chiffon size rememb item discount,9
00_05c22_wAE6y1aaCb9cXqfkX4gJ3oLg,"worn only once or twice,  perfect condition, selling as I don’t like wearing skirts ",BLUE,6.0,SKIRTS,False,False,False,worn twice perfect condit sell like wear skirt,8
00_061ff_Dp7tgRKEm1VoaiAJDKjSeygT,"lovely  high waist maxi skirt with shorter under skirt and tie front.
great for the day time or night you can dress this up or down. Bought from primark ",VARIOUS,8.4,SKIRTS,False,False,True,love high waist maxi skirt shorter skirt front great time night dress bought primark,14
00_06110_AbcN5rP9pvoEncjqoaAs2UVg,"Size: 10

Brand: New Look

Nice light and trendy summer wear! 

#flowery # #wideleg #summerwear #tieup #casualwear #casualtrousers #loungepants #loungewear #loungewear10 #tieuptrousers #tieupwaist
",BLUE,12.0,SHORTS_CAPRIS,False,True,True,size brand look nice light trendi summer wear floweri wideleg summerwear tieup casualwear casualtrous loungep loungewear loungewear tieuptrous tieupwaist,19
00_062bd_qQeFAAGordL3Bnny1PCJhZYA,These are brand new and will also fit a size M. super flattering!,BLUE,12.0,SHORTS_CAPRIS,False,False,False,brand size super flatter,4
062b5_EXwNqkuuYj4vuB2PQMiUoT5P,skort. good condition. ,BLUE,2.2800000000000002,SKIRTS,False,False,False,skort good condit,3
00_061d2_RjjYG3Fpkeuv7fgkpSUSN1h1,Straight-legged trousers. Size S. Dark blue and grey stripes. Has 4 functional pockets - 2 on sides and 2 on back. Has belt loops. Stretchy waistband. Never worn. ,GREY,12.0,TROUSERS,False,False,True,straight leg trouser size dark blue grey stripe function pocket side back belt loop stretchi waistband never worn,18
00_053b3_5P4vtgoLg1ofptVBLMYfbUZG,Perfect for any occasion. Bnwt  split front maxi dress ,BLACK,12.0,DRESSES,False,True,False,perfect occas bnwt split front maxi dress,7
05b52_4nByMf5WJkEvYpPWs5pNJVeW,"Nošené, lehký materiál.",BLACK,3.8899999999999997,TROUSERS,True,False,False,nošené lehký materiál,3
00_05bcc_PVeqWtifUoTNsHGTFKJvDjRR,"LOFT - Black ""sparkly"" skirt. 
Description:
*A-Line
*Knee Length
*Studded detail, shiny accents.
*Polka Dot Like Pattern
*DRY CLEAN ONLY

Measurements: Length: 17""

Materials: Rayon: 60% Wool: 40% 

I offer discounts on bundles. If you don't see something else you like then check back, I'm adding new things everyday!",BLACK,19.0,SKIRTS,True,False,False,loft black spark skirt descript line knee length stud detail shini accent polka like pattern clean measur length materi rayon wool offer discount bundl someth els like check back ad thing everyday,32
0585d_MKM44K13CSpPyJsfNh9XAnqh,"The skirt is in a great condition from Boden 

This midi -length  A-line skirt is made from pure cotton  for a cool and comfortable fit, pretty  design finished fully lined with side zip fastening . Wear yours with a lightweight knit and sneakers. 

Size 12 waist 32” length 23” 
",BROWN,12.0,SKIRTS,False,True,False,skirt great condit boden midi length line skirt made pure cotton cool comfort pretti design finish fulli line side fasten wear lightweight knit sneaker size waist length,27
00_06f65_wcGiPGuAmcL4Cj5eX7YqVg4J,"Žydri šviesūs. Būklė tikrai gera. Nusipirkau, bet nenešioju. Klubams puikiai tiks iki 128 cm. Liemuo 48×2 iki 55×2, klubai 56×2 iki 65×2 tempiasi. Ilgis 98/68.",TURQUOISE,5.0,TROUSERS,False,False,False,žydri šviesū būklė tikrai gera nusipirkau nenešioju klubam puikiai tik liemuo klubai tempiasi ilgi,14
07452_KaPZ9QeDvrDznexZXBo97zk2,"Distressed denim cut-off shorts from AMERICAN EAGLE. These patchwork shorts have a camouflage star patch and New York patches, along with an ""A"" and a hear patch on the back. Frayed hem and distressed details on both the front and back. Excellent condition, gently used.  ▪Size 0 ▪Approx. 13.25"" across waist ▪Approx. 2.5"" inseam",BLUE,9.120000000000001,SHORTS_CAPRIS,False,False,False,distress denim short american eagl patchwork short camouflag star patch york patch along hear patch back fray distress detail front back excel condit gentl use size approx across waist approx inseam,31
