uuid,description,color,price,cc3,sparkling,floral,striped,description_proc,escription_proc_len
00_05574_zxeWmXwKnipNRG1Q6ivojycw,"Iš kiniečių, sudėties nežinau. Galima nešioti tiek ilgomis tiek trumpomis rankovėmis. Susisagsto knopkytėmis. Viena siūlė nugaroje šiek tiek prasitampius.Rašo dydį XXL, bet tiks L arba XL. Žiūrėkite matmenis.
Matmenys:
Pečiai nuo siūlės iki siūlės 40 cm
Rankovės nuo siūlės 48 cm
Krūtinė 50 cm
Liemuo 42 cm
Ilgis 102 cm
",BLUE,5.0,DRESSES,False,False,False,kiniečių sudėti nežinau galima nešioti tiek ilgomi tiek trumpomi rankovėmi susisagsto knopkytėmi viena siūlė nugaroj šiek tiek prasitampius rašo dydį tik arba žiūrėkit matmeni matmeni pečiai siūlė siūlė rankovė siūlė krūtinė liemuo ilgi,33
00_05009_GWhpb9bp3LqoKTaAV576ZKt5,"- Size L (would best fit a UK size 12/14)
- From H&M
- Worn a few times, still in great condition 
- Not the longest in length, slightly cropped
- Cute with a pair of denims

Ignore: new look, river island, top shop, primark, zara, monki, H&M, forever 21, asos, boohoo, missguided, pretty little thing, plt, in the style, oh polly, moda, grey, slogan, jumper, thick jumper, cosy, warm, casual",GREY,6.0,PULLOVERS_SWEATERS,False,False,False,size best size worn time still great condit longest length slight crop cute pair denim ignor look river island shop primark zara monki forev aso boohoo missguid pretti littl thing style polli moda grey slogan jumper thick jumper cosi warm casual,41
05624_JZe2qXMLdoLEzs2HmYByu9Ta,"Tenký len, lesklý, ještě neobnošený. Bez vad.  Pas max. 43 cm šířka, stahuje se páskem.  Vzadu falešné kapsy.  Vpředu kapsy a sklady. Délka nohavice od pasu 90 cm. #lnenekalhoty #zelenekalhoty #letnikalhoty #khakikalhoty ",GREEN,5.446,TROUSERS,True,False,False,tenký lesklý neobnošený šířka stahuj páskem vzadu falešné kapsi vpředu kapsi skladi délka nohavic pasu lnenekalhoti zelenekalhoti letnikalhoti khakikalhoti,19
00_06c73_LZUxDJga3tCs9iGxWnkutNZW,"H&M jean shorts 
-size 6 
-brand new condition, never worn 
-dark wash & frayed hem 
-hi rise with distressing 
-super comfortable 
-perfect for summer ! 
",BLUE,6.84,SHORTS_CAPRIS,False,False,False,jean short size brand condit never worn dark wash fray rise distress super comfort perfect summer,16
00_05d31_NAtHDRDb9DwkHf9E73rnZvtR,Light blue denim shorts to perfect that vintage look 😊,LIGHT-BLUE,3.5999999999999996,SHORTS_CAPRIS,False,False,False,light blue denim short perfect vintag look,7
06e87_K9jMzZqrw4G7EKtwMZj9ttUe,"never worn, don’t like off the shoulder shirts",BLACK,10.64,PULLOVERS_SWEATERS,False,False,True,never worn like shoulder shirt,5
05365_ZvV6V3my7V4qB2HjQwgqhoiR,"Naujas ""Tommy Jeans"" džemperiukas. Dydis - S. ",BLUE,50.0,PULLOVERS_SWEATERS,False,False,False,nauja tommi jean džemperiuka dydi,5
00_05329_wVDJMaax3rC2NMyRdgZ74MRn,"Brand: New Look

Size: 10

Tightness can be adjusted with tassels. 

#tassels # #flowers #summer #palms #leaves 
#summerwear #summerwear10 #casualwear #casualwear10 #cute #cutedesign #cuteshorts #adorable #gorgeous #elasticshorts ",WHITE,4.8,SHORTS_CAPRIS,False,True,False,brand look size tight adjust tassel tassel flower summer palm leav summerwear summerwear casualwear casualwear cute cutedesign cuteshort ador gorgeous elasticshort,21
00_07048_p4Qgx1kodo7JZMdhbdDPHZwf,"Light #boho print black and white #leggings are #size14 from #atmosphere  

#monochrome #paisleyprint #boho #hippie ",BLACK,1.2,TROUSERS,False,False,False,light boho print black white leg size atmospher monochrom paisleyprint boho hippi,12
00_05f47_fXNMxwfqfu2EKNvMccUf3jHj,"cropped 
perfect for summer
so comfortable
size 10",BLACK,6.0,TROUSERS,False,False,True,crop perfect summer comfort size,5
00_06346_ZpoorA2LzAxtwiVyPujkZZSF,cute with jeans,BLUE,4.5600000000000005,PULLOVERS_SWEATERS,False,False,False,cute jean,2
00_052f9_9npvNdGWPr9kcQmJ8yBaipKT,"faux wrap
 
blue and white dress
hi-lo
new",BLUE,17.48,DRESSES,False,False,True,faux wrap blue white dress,5
057db_NFfVVq3DWYVqdV2G3RzbNBTS,"This dress is super comfortable, it's bodycon and midi. I've used it a few times but it's in really good condition, it's perfect for spring/autumn because it's warm but not too much!

The white stripes have slightly golden shimmer on them :) ",PURPLE,6.0,DRESSES,False,False,True,dress super comfort bodycon midi use time realli good condit perfect spring autumn warm much white stripe slight golden shimmer,20
06b52_ZWvnjyhsUHsH6N7ivCDSoqPM,"S dydis. Nešiotas vos kelis kartus, kaip naujas. +siuntimas. ",GREY,13.0,PULLOVERS_SWEATERS,True,False,False,dydi nešiota keli kartus kaip nauja siuntima,7
00_05061_GE942oQkukAddxu3FvZABpDZ,"Puosnus, geletas sijonukas. Devetas koncertu, bei renginiu vedimo metu, todel nesudevetas, tvarkingas. Sijonuko priekis 2 foto. Uzsisega nugaroj per viduri 3-jom sagutem, bei uztrauktuku 1/3 foto. Sonuose turi kiseneles 4foto. Su pasijoniu 5 foto. Dydis 36, visas ilgis 42cm, juosmens plotis 34cm. Sudetis 100% polystet (nesitampanti, slidi, blizgi medzegyte). ",VARIOUS,3.0,SKIRTS,True,True,False,puosnus geleta sijonuka deveta koncertu renginiu vedimo metu todel nesudeveta tvarkinga sijonuko prieki foto uzsisega nugaroj viduri sagutem uztrauktuku foto sonuos turi kisenel foto pasijoniu foto dydi visa ilgi juosmen ploti sudeti polystet nesitampanti slidi blizgi medzegyt,37
00_074c5_KL4qNbXapZyrEMEeAVjkDYvj,"❤️ Ladies Pretty Black/Multi  Print Mini Dress from ANGELEYE, with a sexy deep V-neck, full front zip & ruched detailing.  It has subtle embroidered fabric and an elasticated section at the back.  Made from light, summery 100% cotton material, with black polyester lining.  Cute dress, perfect for summer, a festival or holiday!

SIZE S/M
Fits approx UK size 8/10
15""-16"" Underarm to underarm
26""-27.5"" Waist
31.5"" Length (shoulder to hem)

💖 BUY MORE 👗👗👗... SAVE £££s

👍 I always obtain proof of posting
👍 Any questions, please ask x

🌈 All sales are final, no swaps/returns

❤️ Thanks for looking!

#angeleye #summerdress #print #lightweight #minidress",BLACK,14.399999999999999,DRESSES,False,True,False,ladi pretti black multi print mini dress angeley sexi deep neck full front ruch detail subtl embroid fabric elast section back made light summeri cotton materi black polyest line cute dress perfect summer festiv holiday size fit approx size underarm underarm waist length shoulder save alway obtain proof post question pleas sale final swap return thank look angeley summerdress print lightweight minidress,62
04e8c_JjzFRqqZKbPJkd2cgm7xXPM3,"new look skirt, this is a denim skirt but it has a leather look. This is a quite a tight skirt. #newlook #skirt #denim #leather #uk8 #denimskirt #newlook8 #newlookfashion ",BLACK,6.0,SKIRTS,False,False,False,look skirt denim skirt leather look quit tight skirt newlook skirt denim leather denimskirt newlook newlookfashion,16
00_05947_TAGccdc3QdkVAvpqipRcxSLN,"Black denim jean short destroyed look with holes high rise 
In perfect conditions and great quality 
Has no stain 
I am open to offers 
If you have any questions let me know ",BLACK,19.0,SHORTS_CAPRIS,False,False,False,black denim jean short destroy look hole high rise perfect condit great qualiti stain open offer question know,18
00_05f2b_5qXGFZKb9VZkPkpbzM837x5z,"PĚKNÉ..BARVA SVĚTLE MODRÁ..PĚKNÝ POHODLNÝ BOKOVÝ STŘIH..STÁLE PĚKNÝ STAV..
DÉLKA 100CM
PAS V KLIDU 37CM POVOLÍ NA 39CM
PŘEDNÍ SED 18CM
STEHNOP 27CM
DOLE 21CM",LIGHT-BLUE,15.171,TROUSERS,False,False,False,pěkné barva světle modrá pěkný pohodlný bokový střih stále pěkný stav délka klidu povolí přední stehnop dole,17
00_065b8_oHYFYGYtwNZMrx43kBiDnXuN,has some fake tan stains ,BLUE,1.7999999999999998,TROUSERS,False,False,False,fake stain,2
062bd_iQGY8FEm57Gumwzm3Ae32iYA,"H&M Pastel Ruffle  detail top
Ribbed material 
Super cute 
Has a glitter sheen through the threads 
Size L",ROSE,6.0,PULLOVERS_SWEATERS,False,False,True,pastel ruffl detail rib materi super cute glitter sheen thread size,11
00_068ae_8pmhhDGdFV7ba6Vp9wXwhLXa,"Brand: Miss Selfridge 

Size: 8 

#skirt #missselfridge #missselfridgeskirt #summer #summerwear #summerclothes ",BLACK,5.3999999999999995,SKIRTS,False,False,True,brand miss selfridg size skirt missselfridg missselfridgeskirt summer summerwear summercloth,10
00_06cfa_aWrHXfuSZahHyjNypvuX4bX2,Light denim,LIGHT-BLUE,12.0,SKIRTS,False,False,False,light denim,2
05595_LaP1X8jbTMXmhVevr16pkcoT,"Lovely  dress from select. BNWT. Please note during this lockdown I do not have access to a printer so can not send by courier, Royal Mail only please.",VARIOUS,6.0,DRESSES,False,True,False,love dress select bnwt pleas note lockdown access printer send courier royal mail pleas,14
00_06033_1rSMVrcK86fd7HXw9Rfzm3T3,"UNISEX
Really nice knee length denim shorts from H&M
only worn once, great condition!!
Size 32’ waist 
",BLUE,1.7999999999999998,SHORTS_CAPRIS,False,False,False,unisex realli nice knee length denim short worn great condit size waist,12
00_071cf_McP2uAWFUJRMvo63DY7EQaoL,"
Perfect for layering, this  open front cardigan features a hood and long sleeves.

Polyester and spandex 

Measurements:
Small L: 31"" B: 38"" W: 38""
runs roomy 
New in bag.",BLACK,19.0,PULLOVERS_SWEATERS,False,False,True,perfect layer open front cardigan featur hood long sleev polyest spandex measur small run roomi,15
05014_bdbXnist5rSTHtgEtSmyvmkg,"Formálna sukňa, lesklého materiálu. Je krásna najradšej by som si ju nechala ale nemam ju kde nosiť ",BLACK,3.8899999999999997,SKIRTS,True,False,False,formálna sukňa lesklého materiálu krásna najradšej nechala nemam nosiť,9
00_053da_wnJdmJs7RzR8BgXHLtsVK82s,Jeans 3/4 hezká modrá pas 88 úzké nohavice,BLUE,3.501,SHORTS_CAPRIS,False,False,False,jean hezká modrá úzké nohavic,5
00_06612_Z2DgKzKDtisDRMSozDtfEJF6,"Parduodu nauja su etiketem pilka plona megztini is Zaros S dydzio. Ilgis is priekio - 48,5 cm, is nugaros - 58,5 cm. Pirkau uz EUR 12.95, atiduodu daug pigiau, nes manau, kad realybe yra ta, kad jis labai plonas ir tarnaus naujai seimininkei tik viena sezona. Pati pirkau ji tam, kad galeciau pasiimti i kelione i Fuerteventura ir tureti uzsimesti ji vakare (i kelione, kaip suprantate situacija, neisvaziavome). Manau, megztinis puikiai atrodys su trumpu dzinsiniu sijonuku.",GREY,4.0,PULLOVERS_SWEATERS,False,False,False,parduodu nauja etiketem pilka plona megztini zaro dydzio ilgi priekio nugaro pirkau atiduodu daug pigiau manau realyb labai plona tarnaus naujai seimininkei viena sezona pati pirkau galeciau pasiimti kelion fuerteventura tureti uzsimesti vakar kelion kaip suprant situacija neisvaziavom manau megztini puikiai atrodi trumpu dzinsiniu sijonuku,45
00_06452_vpEYCEnSMkdXCorM1FH7McBZ,worn still in great Condition ,BLACK,6.0,TROUSERS,False,False,False,worn still great condit,4
04ffe_2mApqSytF1t9GswdbEuq3sBN,"“
Worn
L- Approximately 25.5inches 

#womens #womenswear #jeans #trousers #bottoms #size14r #next ",RED,4.188,TROUSERS,False,False,False,worn approxim inch women womenswear jean trouser bottom size next,10
00_06f9e_ByA8xYcfmXjukqauB3Kuzk35,#highwaisted #blacktrousers #skinny #skinnyjeans #highwaist #skinnytrousers #shiny,BLACK,12.0,TROUSERS,True,False,False,highwaist blacktrous skinni skinnyjean highwaist skinnytrous shini,7
06970_JDetnD7ZGnbszi3kii5RoGAn,Great for spring NWOT pair it with jeans and some cute booties ,APRICOT,6.08,PULLOVERS_SWEATERS,False,False,False,great spring nwot pair jean cute booti,7
00_07256_tAtKc92nfkDqfB9BktcGWAR2,"Dėvėtas kelis kartus, defektų nėra. Dydis atitinka.
Ilgis 29.5 cm.",NAVY,6.0,SHORTS_CAPRIS,False,False,False,dėvėtas keli kartus defektų nėra dydi atitinka ilgi,8
051bd_gVRDHX6qoZjrKsihhmw3NXnT,"vel. 42, prsa 2x48-53, pas 2x46, délka 89 cm
šaty mají pevná ramínka, v pase pevná stuha, celé jsou plisované, na boku zip, široká sukně, materiál mírně pružný lesklý, 100% polyester",BROWN,6.185099999999999,DRESSES,True,False,False,prsa délka šati pevná ramínka pase pevná stuha celé plisované boku široká sukně materiál mírně pružný lesklý polyest,18
00_062ea_tFV6FsjSMkuTWduNmMCwuWQz,"Beautiful  print, stretchy fabric. ",VARIOUS,9.6,SKIRTS,False,True,False,beauti print stretchi fabric,4
00_05cd2_L7KWYuEcmVpyd4YenqhEg1Si,"Only worn a few times

Comes from a smoke and pet free home",PURPLE,8.4,TROUSERS,False,False,False,worn time come smoke free home,6
00_051bd_RHqrZbZHzwdaRPU2Gu7eicEk,"Short mini skirt from Gap - Super cute!

#denim #skirt #miniskirt #gap #size8 ",BLUE,9.6,SKIRTS,False,False,False,short mini skirt super cute denim skirt miniskirt size,9
00_05c65_RtEiwhEQzU34p8JeTdyKSd8J,"Marika Black camouflage leggings , in great condition.",BLACK,9.88,TROUSERS,False,False,False,marika black camouflag leg great condit,6
00_072b3_kYTD9pawVbtTdTmWehcXBdVJ,"thin material 
nice fit 
need a iron 



tags : shorts low wasted shorts crop tops  jeans blue jeans highwasted jeans flip flops sandals high heels trainers Nike Adidas newlook primark boohoo jewlery handmade crystals beauty makeup dresses summer dress’s 
",BROWN,2.4,SHORTS_CAPRIS,False,False,False,thin materi nice need iron tag short wast short crop top jean blue jean highwast jean flip flop sandal high heel trainer nike adida newlook primark boohoo jewleri handmad crystal beauti makeup dress summer dress,35
00_06fe4_vmxbPSths8suBS3tNU4es53A,b1825 Cato M  skirt #txbunny1,BLACK,2.85,SKIRTS,False,True,False,cato skirt txbunni,3
0696d_nNeiodkW1UMoc5VoSWvQ8A9o,"zara taskuota palaidine , tampri ",BLACK,10.0,PULLOVERS_SWEATERS,False,False,False,zara taskuota palaidin tampri,4
00_05fcb_daBbcWLpXqmVpJxmoouszsU4,"pink flared pants 
never worn 
size 12 
",PINK,7.199999999999999,TROUSERS,False,False,False,pink flare pant never worn size,6
00_050bf_fEx99yedQ8bon4gaVahWAmu3,"2 in 1 top from River Island 
Paisley print chiffon 
Size 8

remember if you buy two or more items you will get a 50% discount ",VARIOUS,6.0,PULLOVERS_SWEATERS,False,False,False,river island paisley print chiffon size rememb item discount,9
00_07340_ZdQKyi2RLo4U6uUW8xcczc8B,"Nošená minimálně. Z velmi příjemného materiálu, který se krásně přizpůsobí postavě. Barva je tmavě modrá, proužky bílo růžové, míry viz foto. Pořizovací cena 699,- Kč. Poštovné 69,- nebo osobní předání Praha.",WHITE,9.6861,SKIRTS,False,False,True,nošená minimálně velmi příjemného materiálu krásně přizpůsobí postavě barva tmavě modrá proužki bílo růžové míri foto pořizovací cena poštovné osobní předání praha,22
05e4f_DWyCyRqt3ajpEWdGo43X2dPX,Pale pink and white checkerboard woollen jumper ,WHITE,6.0,PULLOVERS_SWEATERS,False,False,False,pale pink white checkerboard woollen jumper,6
00_057c8_79xHs3uceMHEdNt8oP5HxCMK,worn twice xoxo,BLACK,9.6,PULLOVERS_SWEATERS,False,False,True,worn twice xoxo,3
00_055f2_xJSBLsx29S6c1BBi4BiQjqzV,vysoký pas,BLUE,9.725,SHORTS_CAPRIS,False,False,False,vysoký,1
00_053ac_AqSDyCZYczENxP2JNnKYhknV,Puikios būklės H&M džemperiukas. ,KHAKI,7.0,PULLOVERS_SWEATERS,False,False,False,puikio būklės džemperiuka,3
07229_43ja2nHt14yaysFMFt7NZwy9,"asi 2x oblečené, bez vad, velikost L, lesklý “hadí” potisk, zasílám poštou za 50 Kč. ",BLACK,7.779999999999999,TROUSERS,True,False,False,oblečené velikost lesklý hadí potisk zasílám poštou,7
00_0673d_E5HVh49Ao7zr8F1bJtKrqYgF,Excellent Condition size 6 strapless  dress.,VARIOUS,0.76,DRESSES,False,True,False,excel condit size strapless dress,5
00_05009_GWhpb9bp3LqoKTaAV576ZKt5,"- Size L (would best fit a UK size 12/14)
- From H&M
- Worn a few times, still in great condition 
- Not the longest in length, slightly cropped
- Cute with a pair of denims

Ignore: new look, river island, top shop, primark, zara, monki, H&M, forever 21, asos, boohoo, missguided, pretty little thing, plt, in the style, oh polly, moda, grey, slogan, jumper, thick jumper, cosy, warm, casual",GREY,6.0,PULLOVERS_SWEATERS,False,False,False,size best size worn time still great condit longest length slight crop cute pair denim ignor look river island shop primark zara monki forev aso boohoo missguid pretti littl thing style polli moda grey slogan jumper thick jumper cosi warm casual,41
00_05f61_U5fZAa5TXGPVcLHg3kvbkFzp,"Ne juodas, pilkesnis, plonas
Dydis rašomas M",GREY,5.0,PULLOVERS_SWEATERS,False,False,True,juoda pilkesni plona dydi rašoma,5
00_05b49_TZ3Xz9g5MHSVv8BYMVX3phfU,perfect condition. very lightweight and great for summer!! fits true to size. ,VARIOUS,9.6,SKIRTS,False,True,False,perfect condit lightweight great summer fit true size,8
05f4c_BQPB3DHbJHFmN2JgCTukPiSj,"Vše nyní vyprodávám velmi levně a v kolekci, za více věcí se automaticky sama odečítá sleva až do 20%

Halenka Amerického návrháře W5 by Walter Baker, made is USA. 

Velikost na visačce je M, top je spíše větší, naše velikost 40. 
Halenka je praná, ale nenošená, tedy v perfektní kondici. 

Mater.-rayon, polyester",BLACK,2.6841,PULLOVERS_SWEATERS,False,False,True,nyní vyprodávám velmi levně kolekci více věcí automaticki odečítá sleva halenka amerického návrháře walter baker made velikost visačc spíše větší velikost halenka praná nenošená perfektní kondici mater rayon polyest,29
05507_9u5wosFM9NMsNnQRY7uFgBnZ,"The culottes are in a great condition from next 

Make a statement with these comfy fit jersey tropical leaf culottes alternative to jeans . Featuring a wide cropped leg with matching belt  for a flattering shape, they are finished off with useful side pockets and easy pull on style. Team  up with pumps 

Size 12 waist 32 length 30” inside leg 20” ",VARIOUS,12.0,TROUSERS,False,False,False,culott great condit next make statement comfi jersey tropic leaf culott altern jean featur wide crop match belt flatter shape finish use side pocket easi pull style team pump size waist length insid,33
0673a_oZmf3KJDAzXLRBtE5d2mhZ6Z,"Nová pruhovaná sukně, v pase guma v klidu 38 cm natáhne se, boky 50cm natáhne se, délka 55 cm,  POŠTA 60 KČ! NAKOUKNETE DÁL DO KATALOGU MÁM SLEVY NA SETY! ",BLUE,3.8899999999999997,SKIRTS,False,False,True,nová pruhovaná sukně pase guma klidu natáhn boki natáhn délka pošta nakouknet katalogu slevi seti,15
05682_xDDJ3KDFTrvhEbAcM7fo4Ebp,Brand: Joann Vass Black sleeveless cardigan. Would look super cute with a long sleeve blouse and jeans!,BLACK,7.6,PULLOVERS_SWEATERS,False,False,False,brand joann vass black sleeveless cardigan look super cute long sleev blous jean,13
00_054a1_j91bjN6HXPG9Gd5iGHRHQvzD,"Be defektu, labai patogios, tiks pasipuosti, ant liemens yra gumyte, devetos keleta kartu, taciau nebeturiu kur priderinti, taigi galbut atrasite Jus! #sijonkelnes #baltoskelnes #geletos #geletoskelnes ",WHITE,12.0,TROUSERS,False,True,False,defektu labai patogio tik pasipuosti liemen gumyt deveto keleta kartu taciau nebeturiu priderinti taigi galbut atrasit sijonkeln baltoskeln geleto geletoskeln,20
00_06ae8_g7pRy473URWdStb1szj68ucf,Asos high waisted denim shorts with zip up side. Brand new with tags. Offers welcome. ,BLUE,4.8,SHORTS_CAPRIS,False,False,False,aso high waist denim short side brand tag offer welcom,10
00_05123_Zag9t2dMm8WTy3LM6LUV5SSY,"excellent used condition!!
shiny like denim material
plus size; size 16W
black..sleek!",BLACK,10.64,TROUSERS,True,False,False,excel use condit shini like denim materi plus size size black sleek,12
056c2_5cSmspuVYtUSvfLtENhLD2uu,"Mikina je velice příjemná, má 3/4 rukávy a i její celková délka je kratší, ale břicho zakreje spolehlivě. Hodí se na jaro/podzim.  Moc nenošená, jako nová. Velikost odpovídá S. ",BLUE,31.119999999999997,PULLOVERS_SWEATERS,False,False,True,mikina velic příjemná rukávi celková délka kratší břicho zakrej spolehlivě hodí jaro podzim nenošená jako nová velikost odpovídá,18
00_06b4b_nYTEgsvfbyrpmTL4eEZJHfCK,"Ilgis 66cm,nuo klynuko 46cm.plotis per liemeni 35,5cm.per klubus 45cm.",LIGHT-BLUE,8.0,SHORTS_CAPRIS,False,False,False,ilgi klynuko ploti liemeni klubus,5
00_059e6_J74hF4mAY3K8E7SmfrQvYbKq,Worn once.,BLUE,12.0,SHORTS_CAPRIS,False,False,False,worn,1
052df_dXa6MeCYEvMH3RnLFrJ3ukwj,"Krásný, pruhovaný cardigan s 3/4 rukávem. Velikost L.
Nošený minimálně, max 2x. 
Cena je uvedená bez pošty, pokud budete mít o něco zájem, napište a domluvíme se na poštovném. Jsem schopná poslat přes GLS i zásilkovnu, podle toho, kde bude pošta nejlevnější. ",VARIOUS,3.501,PULLOVERS_SWEATERS,False,False,True,krásný pruhovaný cardigan rukávem velikost nošený minimálně cena uvedená pošti pokud zájem napišt domluvím poštovném schopná poslat zásilkovnu podl toho pošta nejlevnější,22
00_0631a_nUN9Mmqhsnm3d3KZkdGaPJvP,"H&M
BNWT 
Never worn
Size L
Knee length ",BODY,9.6,DRESSES,False,False,True,bnwt never worn size knee length,6
06dd3_CckaExoLzU9QytrawRH77Abw,"Medžiaga: 94% medvilnė, 6% elastanas. 
Vidus 100% Poliesteris.
Ilgis 55 cm.",BLUE,8.0,SKIRTS,False,False,True,medžiaga medvilnė elastana vidus poliesteri ilgi,6
00_05000_gQxusXaftpJ1b8NmbSyqnQ4g,"message for
info x #checkedshirt #skirt #short #pretty #select ",BLACK,2.4,SKIRTS,False,False,False,messag info checkedshirt skirt short pretti select,7
00_06b4b_nYTEgsvfbyrpmTL4eEZJHfCK,"Ilgis 66cm,nuo klynuko 46cm.plotis per liemeni 35,5cm.per klubus 45cm.",LIGHT-BLUE,8.0,SHORTS_CAPRIS,False,False,False,ilgi klynuko ploti liemeni klubus,5
00_05a6a_qHXxREcYjD2prkHixwnDdUF7,Zara faux leather skinny jeans :) slim fit style,BLACK,12.0,TROUSERS,False,False,False,zara faux leather skinni jean slim style,7
00_0579d_VnxeYJyL3pYQYiqBMfk6pfLZ,"❗️I ONLY POST WITH ROYAL MAIL EVERY FRIDAY ❗️
H&M
Light and perfect for summer 
UK 10 could possibly fit a 12 


#cropped #jeans #size10 #trousers #H&M

",BLACK,9.6,SHORTS_CAPRIS,False,False,False,post royal mail everi friday light perfect summer possibl crop jean size trouser,13
05f25_WF1zynCbZ8JKCDkb7kA37h8n,"stretchy and great condition
size 26/ 2

bundle & save!
20% off 2 items
30% off 3 items
50% off 5 or more items

#rolleddenimshorts #cuffedshorts #calvinklein ",BLUE,4.5600000000000005,SHORTS_CAPRIS,False,False,False,stretchi great condit size bundl save item item item rolleddenimshort cuffedshort calvinklein,12
00_05141_vcvwUxmmFN3fjzHhjhK5SXtq,only worn once,BLUE,8.4,SKIRTS,False,False,False,worn,1
00_04ec7_dK2CuDYncVFRH9zNZLSKrxq7,"Nabízím k prodeji výraznou sukni - barva je jako fosforová a materiál je lesklejší (něco
jako taft). Značka Promod - vel. M.

Poštovné 65 Kč (zásilkovna)",YELLOW,3.8899999999999997,SKIRTS,True,False,False,nabízím prodeji výraznou sukni barva jako fosforová materiál lesklejší jako taft značka promod poštovné zásilkovna,15
00_05982_9Y8Ld78KTMzQ21Bye9rEaFc4,"New with tags! Anthropologie Maeve Veranda Side Slit Maxi Skirt size small. 95% Rayon 5% Spandex. Dark blue and white stripe and  print maxi skirt, cream  diamond print. Side slit and wide elastic waist, unlined.
Waist 13"" unstretched
Length 38""
#anthropologie #skirt #maxi #patternskirt ",BLUE,22.8,SKIRTS,False,True,True,tag anthropologi maev veranda side slit maxi skirt size small rayon spandex dark blue white stripe print maxi skirt cream diamond print side slit wide elast waist unlin waist unstretch length anthropologi skirt maxi patternskirt,35
00_05eea_zdMkkMmtJeGJS8XiRFSABJcG,"Wednesdays girl at ASOS
orange  midi Summer smock dress with contrast buttons
size 28 but runs small, I’m at 26 and it’s me perfect 
new no tags",BLACK,14.399999999999999,DRESSES,False,True,False,wednesday girl aso orang midi summer smock dress contrast button size run small perfect tag,15
00_0704f_b2HUCwBZoBiJgYJ6EvwVK98G,"
worn but very good condition
",BLUE,12.0,SHORTS_CAPRIS,False,False,False,worn good condit,3
00_06e0d_ukQ25nps2JPGSyDHgBi3hoeG,"Devėti, tačiau tikrai geros būklės kamufliažiniai Stradivarius firmos “skinny fit” aukštu juosmeniu džinsai. Labai patogūs. Kaina derinama :)",KHAKI,10.0,TROUSERS,False,False,False,devėti tačiau tikrai gero būklės kamufliažiniai stradivarius firmo skinni aukštu juosmeniu džinsai labai patogū kaina derinama,16
06f4b_PBdP5Rj7RPE2af2MwjrXXaqo,old navy size 12,BLUE,3.04,SHORTS_CAPRIS,False,False,False,navi size,2
0749e_VHStwtiwP5tKdBY6d4Yu8cNP,"Beautiful white  dress with petticoat in perfect condition, size 8",WHITE,21.599999999999998,DRESSES,False,True,False,beauti white dress petticoat perfect condit size,7
00_070b2_N9tuewvUrXNANBgRMCpBMaRd,"Never worn before, in fantastic condition! Don’t hesitate to ask me any questions or to negotiate the price! All proceeds will go towards my college funds bc we all know how expensive that is haha",BLACK,7.6,TROUSERS,False,False,False,never worn fantast condit hesit question negoti price proceed toward colleg fund know expens haha,15
04edc_V74DoCs6teHn5NdixKJC3Arb,"💛 worn a few times 
💛 size 14 but comes up very small so could fit size 8
👸🏻 1st class postage",BLACK,4.8,PULLOVERS_SWEATERS,False,False,True,worn time size come small size class postag,8
00_05cc0_gYSwLhB8Psi4k4wcYAmRRCyT,"Vintage  Cardigan with gold coloured buttons. Size L (roughly 14). Worn once, no damage or tears. ",BLACK,9.6,PULLOVERS_SWEATERS,False,True,False,vintag cardigan gold colour button size rough worn damag tear,10
067b8_d6ECWP5yLuvXRCK4yfdgZqAz,"💙search #violetmorose to shop my closet!💙

in good pre-owned condition!  very cute and comfy.  tag says XS but definitely fits a Small better.

bust: 46""
sleeve: 15.25""
length: 19.5""


█bundles█
20% off 2 items
30% off 3 items
40% off 4+ items
+ combined shipping!

▌i accept fair offers, or i counter
▌i can post try-on photos of most items!
▌1200+ lifetime sales, all 5-star reviews
▌i use 75% recycled packaging!
▌i sell on 7 platforms, so items can disappear!
▌smoke-free, pet-friendly home
▌i ship within 2 days
▌items are washed + lint-rolled before shipping!

ask me any questions!
have a great day :-)",RED,7.6,PULLOVERS_SWEATERS,False,False,True,search violetmoros shop closet good own condit cute comfi say definit fit small better bust sleev length bundl item item item combin ship accept fair offer counter post photo item lifetim sale star review recycl packag sell platform item disappear smoke free friend home ship within day item wash lint roll ship question great,54
00_074b0_WsF3ceGFW3E61q1wWStRysQG,"
Can be distressed if you pull out the threads
W 33 size 8 - 10
Perfect condition",BLUE,18.0,SHORTS_CAPRIS,False,False,False,distress pull thread size perfect condit,6
00_0579d_VnxeYJyL3pYQYiqBMfk6pfLZ,"❗️I ONLY POST WITH ROYAL MAIL EVERY FRIDAY ❗️
H&M
Light and perfect for summer 
UK 10 could possibly fit a 12 


#cropped #jeans #size10 #trousers #H&M

",BLACK,9.6,SHORTS_CAPRIS,False,False,False,post royal mail everi friday light perfect summer possibl crop jean size trouser,13
00_067ff_YBjCr2PCsSKSKaKe8dbAhyYz,"very 
cute ❣️",RED,3.5999999999999996,SHORTS_CAPRIS,False,False,False,cute,1
00_05905_BGyLKZrDtqT8e69CMrkypq25,"Navy blue/white  cotton shorts, “signature” style, straight through hip & thigh, so cute!, NWT, 17” waist, 7” inseam.
",BLUE,7.6,SHORTS_CAPRIS,False,False,True,navi blue white cotton short signatur style straight thigh cute waist inseam,12
